"subject"	"IAT1"	"IAT1_odd"	"IAT1_even"	"IAT1_block1"	"Liking_1"	"Expect_1"	"measureorder"	"Liking_2"	"Expect_2"	"measureorder2"	"US1valence"	"US2valence"	"instructionclarity"	"instructionbelief"	"Soundcdt"	"Group"	"presorder"	"Contingency"	"Csplus"	"measorder_soundorder"	"nrUSs"	"IATtype"	"concorr"	"lat_comp"	"lat_incomp"	"negUSvalence"	"posUSvalence"	"Expect1_CSplus"	"Expect1_CSmin"	"Liking1_CSplus"	"Liking1_CSmin"
"291"	289078968	-0.0256	-0.1798	0.1565	NA	1.22650752218659	0.442302490016844	1	1.17120884190838	-0.691242636795675	1	4	-1	7	6	2	56	2	2	2	1	2	2	2	947.484375	917.484375	4	-1	0.442302490016844	-0.691242636795675	1.22650752218659	1.17120884190838
"301"	289356904	0.087	-0.3217	0.4229	NA	1.63901711244704	0.0696875305814321	1	0.966910095849792	-1.02787009188948	1	-5	NA	9	9	1	40	2	2	2	1	1	2	2	831.078125	845.5625	-5	NA	0.0696875305814321	-1.02787009188948	1.63901711244704	0.966910095849792
"311"	297275748	0.4063	0.6361	0.0458	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	-1.02787009188948	1	-4	NA	9	3	1	36	2	2	1	1	1	2	2	857.875	1010.125	-4	NA	-1.02787009188948	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"321"	308163059	0.3534	0.631	0.0189	NA	-0.629785633985413	0.442302490016844	1	-0.871778618677474	-0.691242636795675	1	-4	2	2	6	2	51	1	2	1	1	2	2	1	887.921875	1017.46875	-4	2	0.442302490016844	-0.691242636795675	-0.629785633985413	-0.871778618677474
"331"	320237820	-0.1436	-0.0201	-0.1998	NA	-0.217276043724968	0.0696875305814321	2	-0.463181126560304	0.991894638673348	2	2	-3	8	8	2	60	2	2	1	2	2	2	2	763.359375	734.765625	-3	2	0.991894638673348	0.0696875305814321	-0.463181126560304	-0.217276043724968
"341"	331024232	0.2488	0.2846	0.3157	NA	-0.423530838855191	0.0696875305814321	1	-0.871778618677474	-1.02787009188948	1	-5	NA	9	9	1	40	2	2	2	1	1	2	2	710.5625	770.078125	-5	NA	0.0696875305814321	-1.02787009188948	-0.423530838855191	-0.871778618677474
"351"	336190120	0.4454	0.5459	0.3298	NA	-1.66105960963653	0.0696875305814321	1	1.98840382614272	-1.02787009188948	1	4	NA	9	9	1	40	2	2	2	1	1	2	2	676.625	732	4	NA	0.0696875305814321	-1.02787009188948	-1.66105960963653	1.98840382614272
"361"	342369006	-0.3232	-0.5575	-0.1031	NA	-0.0110212485947447	-1.42077230716022	2	-0.0545836344431334	-1.02787009188948	2	0	NA	5	5	1	46	2	1	2	2	1	2	2	1010.96875	945.40625	0	NA	-1.42077230716022	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"371"	344245051	0.3355	0.3175	0.3726	NA	-1.24855001937608	0.0696875305814321	2	1.98840382614272	-1.02787009188948	2	5	-3	9	9	2	59	1	2	1	2	2	2	2	722.796875	773.3125	-3	5	0.0696875305814321	-1.02787009188948	-1.24855001937608	1.98840382614272
"381"	347918528	-0.0494	-0.047	-0.092	NA	0.813997931926147	0.442302490016844	2	-0.0545836344431334	-0.691242636795675	2	5	-3	9	9	2	0	2	2	2	2	2	2	2	845.109375	832.609375	-3	5	0.442302490016844	-0.691242636795675	0.813997931926147	-0.0545836344431334
"391"	353698983	-0.0749	0.0454	-0.1965	NA	1.22650752218659	-1.42077230716022	1	1.17120884190838	0.318639728485739	1	-5	NA	9	NA	1	39	1	2	2	1	1	2	2	1017.5625	981.984375	-5	NA	0.318639728485739	-1.42077230716022	1.17120884190838	1.22650752218659
"401"	357294016	0.243	0.2199	0.285	NA	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	1	-4	9	8	2	0	2	2	2	2	2	2	2	754.125	817.28125	-4	1	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"411"	362156258	-0.0658	-0.14	0.1043	NA	1.84527190757726	-1.42077230716022	1	1.98840382614272	-0.35461518170187	1	4	NA	9	8	1	34	2	1	1	1	1	2	2	738.375	707.921875	4	NA	-0.35461518170187	-1.42077230716022	1.98840382614272	1.84527190757726
"421"	376063349	-0.0467	-0.1944	0.0119	NA	-0.0110212485947447	0.442302490016844	1	0.762611349791207	0.991894638673348	1	4	5	7	7	2	53	1	1	2	1	2	2	2	850.890625	847.078125	4	5	0.991894638673348	0.442302490016844	0.762611349791207	-0.0110212485947447
"431"	376333045	-0.1602	-0.1719	-0.1269	NA	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	0.318639728485739	1	5	5	9	9	2	53	1	1	2	1	2	2	2	724.046875	695.609375	5	5	0.318639728485739	0.0696875305814321	-0.0545836344431334	-0.0110212485947447
"441"	385548861	0.2666	0.3385	0.074	NA	2.05152670270748	1.56014736832308	2	-1.07607736473606	1.32852209376715	2	5	-5	6	9	2	61	1	1	2	2	2	2	2	745.78125	838.625	-5	5	1.32852209376715	1.56014736832308	-1.07607736473606	2.05152670270748
"451"	390284799	-0.3637	-0.545	-0.2499	NA	-1.04229522424586	0.0696875305814321	2	-0.258882380501719	0.318639728485739	2	1	-5	9	7	2	63	1	2	2	2	2	2	2	740.59375	679.09375	-5	1	0.318639728485739	0.0696875305814321	-0.258882380501719	-1.04229522424586
"461"	413046571	0.1605	0.104	0.2424	NA	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	5	NA	9	9	1	43	1	2	1	2	1	2	2	922.84375	949.828125	5	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"471"	413440050	0.0991	0.141	0.0953	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	1.32852209376715	1	-5	3	8	8	2	50	2	1	1	1	2	2	2	751.671875	762.921875	-5	3	1.32852209376715	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"481"	452516799	-0.0415	0.0401	-0.104	NA	-0.0110212485947447	-0.675542388289393	2	-0.0545836344431334	-0.0179877266080658	2	5	-5	8	8	2	63	1	2	2	2	2	2	0	663.96875	652.453125	-5	5	-0.0179877266080658	-0.675542388289393	-0.0545836344431334	-0.0110212485947447
"491"	456818172	0.2425	0.3042	0.2055	NA	-0.217276043724968	0.0696875305814321	2	-0.0545836344431334	0.318639728485739	2	-5	-3	7	9	2	60	2	2	1	2	2	2	1	696.21875	737.40625	-3	-5	0.318639728485739	0.0696875305814321	-0.0545836344431334	-0.217276043724968
"501"	467429474	0.0951	-0.3081	0.3637	NA	-0.0110212485947447	-1.42077230716022	1	-1.07607736473606	0.318639728485739	1	-5	NA	9	4	1	34	2	1	1	1	1	2	2	695.453125	739.828125	-5	NA	0.318639728485739	-1.42077230716022	-1.07607736473606	-0.0110212485947447
"511"	474258924	0.025	-0.0542	0.0834	NA	-2.07356919989697	0.814917449452257	2	-0.0545836344431334	-1.02787009188948	2	-5	NA	8	9	1	44	2	2	1	2	1	2	2	753.25	760.25	-5	NA	-1.02787009188948	0.814917449452257	-0.0545836344431334	-2.07356919989697
"521"	474423793	-0.0175	-0.0106	0.055	NA	-0.0110212485947447	0.0696875305814321	1	0.149715111615452	0.318639728485739	1	-5	3	9	8	2	49	1	1	1	1	2	2	2	908.296875	901.640625	-5	3	0.0696875305814321	0.318639728485739	-0.0110212485947447	0.149715111615452
"531"	475243506	0.2282	0.1692	0.1693	NA	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	0.318639728485739	1	-3	2	5	8	2	50	2	1	1	1	2	2	2	597.75	631.65625	-3	2	0.318639728485739	0.0696875305814321	-0.0545836344431334	-0.0110212485947447
"541"	485045946	-0.2812	-0.0777	-0.445	NA	-1.4548048145063	0.0696875305814321	2	-1.48467485685323	0.991894638673348	2	4	-3	7	7	2	58	2	1	1	2	2	2	2	905.796875	846.03125	-3	4	0.991894638673348	0.0696875305814321	-1.48467485685323	-1.4548048145063
"551"	490685867	0.0472	-0.2204	0.3553	NA	-1.04229522424586	0.0696875305814321	2	0.966910095849792	-1.02787009188948	2	-5	NA	9	9	1	43	1	2	1	2	1	2	2	705.125	714.296875	-5	NA	0.0696875305814321	-1.02787009188948	-1.04229522424586	0.966910095849792
"561"	495424511	0.1445	0.3111	-0.0464	NA	-0.0110212485947447	-1.42077230716022	2	-0.0545836344431334	1.66514954886096	2	4	0	3	8	2	63	1	2	2	2	2	2	2	680.6875	709.390625	0	4	1.66514954886096	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"571"	497739831	-0.0156	0.0493	-0.091	NA	0.813997931926147	0.0696875305814321	1	0.966910095849792	0.318639728485739	1	5	5	9	7	2	55	1	2	2	1	2	2	2	764.0625	764.703125	5	5	0.318639728485739	0.0696875305814321	0.966910095849792	0.813997931926147
"581"	500581672	-0.2469	-0.3553	-0.1405	NA	0.401488341665701	-0.30292742885398	1	-1.07607736473606	-1.02787009188948	1	-4	NA	8	9	1	40	2	2	2	1	1	2	2	703.5	631.78125	-4	NA	-0.30292742885398	-1.02787009188948	0.401488341665701	-1.07607736473606
"591"	502687595	0.2875	0.2742	0.2979	NA	-1.4548048145063	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	3	NA	5	8	1	43	1	2	1	2	1	2	2	639.796875	671.390625	3	NA	0.0696875305814321	-1.02787009188948	-1.4548048145063	-0.0545836344431334
"601"	515162667	0.0252	-0.1469	0.1251	NA	-0.0110212485947447	0.0696875305814321	2	-0.258882380501719	-1.02787009188948	2	0	NA	8	5	1	43	1	2	1	2	1	2	2	617.359375	623.28125	0	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.258882380501719
"611"	529689124	-0.0544	-0.1891	0.053	NA	-0.0110212485947447	-1.0481573477248	1	-0.0545836344431334	0.318639728485739	1	-2	NA	7	6	1	36	2	2	1	1	1	2	2	719.640625	723.0625	-2	NA	0.318639728485739	-1.0481573477248	-0.0545836344431334	-0.0110212485947447
"621"	536821120	0.0059	-0.1116	0.0908	NA	-2.07356919989697	0.0696875305814321	2	-2.09757109502899	-1.02787009188948	2	5	-5	6	8	2	0	2	2	2	2	2	2	2	938.09375	937.921875	-5	5	0.0696875305814321	-1.02787009188948	-2.07356919989697	-2.09757109502899
"631"	566645674	-0.4752	-0.4728	-0.475	NA	-0.0110212485947447	-1.42077230716022	2	-0.258882380501719	-0.691242636795675	2	-5	NA	9	9	1	42	2	1	1	2	1	2	2	819.640625	727.625	-5	NA	-0.691242636795675	-1.42077230716022	-0.258882380501719	-0.0110212485947447
"641"	571312125	-0.0611	0.0278	-0.1271	NA	-0.836040429115636	-0.675542388289393	2	-0.871778618677474	-0.35461518170187	2	-1	-5	4	4	2	61	1	1	2	2	2	2	2	1345.578125	1316	-5	-1	-0.35461518170187	-0.675542388289393	-0.871778618677474	-0.836040429115636
"651"	581173797	-0.0132	0.0808	-0.0316	NA	-0.423530838855191	-0.675542388289393	1	0.354013857674037	0.655267183579543	1	-3	NA	7	7	1	37	1	1	2	1	1	2	2	1292.46875	1283.828125	-3	NA	0.655267183579543	-0.675542388289393	0.354013857674037	-0.423530838855191
"661"	609676450	0.1232	0.0922	0.1482	NA	1.22650752218659	-1.42077230716022	1	1.17120884190838	0.318639728485739	1	-3	NA	9	8	1	34	2	1	1	1	1	2	2	1033.9375	1079.671875	-3	NA	0.318639728485739	-1.42077230716022	1.17120884190838	1.22650752218659
"671"	623033600	0.1065	0.1745	0.021	NA	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	1.66514954886096	2	1	-3	7	8	2	0	2	2	2	2	2	2	2	3752.984375	854.46875	-3	1	0.0696875305814321	1.66514954886096	-0.0110212485947447	-0.0545836344431334
"681"	645818239	-0.3777	-0.6577	-0.0312	NA	-0.0110212485947447	-1.42077230716022	2	-2.09757109502899	0.655267183579543	2	2	-3	9	9	2	63	1	2	2	2	2	2	2	927.296875	813	-3	2	0.655267183579543	-1.42077230716022	-2.09757109502899	-0.0110212485947447
"691"	646457584	0.289	0.1895	0.4089	NA	-0.0110212485947447	0.0696875305814321	2	1.98840382614272	-1.02787009188948	2	5	NA	9	9	1	48	2	2	2	2	1	2	2	774.15625	805.25	5	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	1.98840382614272
"701"	646815982	-0.2659	-0.0674	-0.3983	NA	-1.66105960963653	0.814917449452257	2	-1.07607736473606	0.655267183579543	2	-5	NA	6	6	1	46	2	1	2	2	1	2	1	825.640625	920.59375	-5	NA	0.814917449452257	0.655267183579543	-1.66105960963653	-1.07607736473606
"711"	654229734	-0.3843	-0.4223	-0.3602	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	-1.02787009188948	1	-4	NA	9	9	1	38	2	1	2	1	1	2	2	1203.109375	1031.15625	-4	NA	-1.42077230716022	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"721"	655642430	-0.1065	-0.0392	-0.2108	NA	1.43276231731682	0.814917449452257	2	1.37550758796696	-1.02787009188948	2	3	-3	5	7	2	62	2	1	2	2	2	2	2	793.0625	759.703125	-3	3	0.814917449452257	-1.02787009188948	1.43276231731682	1.37550758796696
"731"	656595234	0.1992	-0.0074	0.4884	NA	-0.0110212485947447	1.18753240888767	1	-0.258882380501719	-1.02787009188948	1	-4	NA	8	8	1	34	2	1	1	1	1	2	0	981.8125	1023.828125	-4	NA	-1.02787009188948	1.18753240888767	-0.258882380501719	-0.0110212485947447
"741"	665958264	0.0069	0.0208	-0.0049	NA	-0.836040429115636	0.0696875305814321	1	-0.463181126560304	1.66514954886096	1	-4	-1	7	8	2	56	2	2	2	1	2	2	2	790.65625	796.453125	-4	-1	0.0696875305814321	1.66514954886096	-0.836040429115636	-0.463181126560304
"751"	673937471	0.0939	-0.1255	0.3944	NA	-0.0110212485947447	1.56014736832308	2	0.354013857674037	0.318639728485739	2	2	-3	5	7	2	63	1	2	2	2	2	2	2	775.65625	790.171875	-3	2	0.318639728485739	1.56014736832308	0.354013857674037	-0.0110212485947447
"761"	682187765	-0.0455	-0.0808	-7e-04	NA	0.195233546535478	1.56014736832308	1	-0.258882380501719	1.32852209376715	1	-5	4	9	8	2	53	1	1	2	1	2	2	2	887.359375	869.34375	-5	4	1.32852209376715	1.56014736832308	-0.258882380501719	0.195233546535478
"771"	687780026	0.0992	0.0614	0.1385	NA	-0.0110212485947447	-1.42077230716022	2	-0.0545836344431334	1.32852209376715	2	3	-3	8	7	2	58	2	1	1	2	2	2	2	746.328125	761.203125	-3	3	1.32852209376715	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"781"	697760558	-0.2326	-0.148	-0.3299	NA	0.607743136795924	0.814917449452257	2	0.762611349791207	-0.691242636795675	2	-4	NA	6	7	1	46	2	1	2	2	1	2	2	799.6875	716.71875	-4	NA	0.814917449452257	-0.691242636795675	0.607743136795924	0.762611349791207
"791"	702348977	0.2916	0.4171	0.2121	NA	-0.0110212485947447	0.814917449452257	1	-0.0545836344431334	-1.02787009188948	1	-3	4	4	8	2	49	1	1	1	1	2	2	2	612.09375	648.109375	-3	4	0.814917449452257	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"801"	717641586	0.2821	0.4129	0.1216	NA	1.43276231731682	-1.42077230716022	1	-1.68897360291181	0.655267183579543	1	5	2	8	9	2	50	2	1	1	1	2	2	2	696.25	723.328125	5	2	0.655267183579543	-1.42077230716022	-1.68897360291181	1.43276231731682
"811"	717847466	0.1862	0.3352	0.0023	NA	-0.0110212485947447	-1.42077230716022	2	-0.0545836344431334	1.32852209376715	2	-3	NA	9	9	1	42	2	1	1	2	1	2	2	875.96875	901.734375	-3	NA	1.32852209376715	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"821"	730801707	0.3075	0.1559	0.3999	NA	-0.0110212485947447	0.0696875305814321	2	1.98840382614272	-1.02787009188948	2	-5	NA	9	5	1	43	1	2	1	2	1	2	2	793.09375	890.828125	-5	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	1.98840382614272
"831"	731707645	0.0536	-0.0969	0.3289	NA	1.84527190757726	1.56014736832308	2	0.354013857674037	0.991894638673348	2	4	1	9	9	2	61	1	1	2	2	2	2	0	1076.515625	1023.234375	1	4	0.991894638673348	1.56014736832308	0.354013857674037	1.84527190757726
"841"	733344488	-0.0743	-0.2131	0.1131	NA	-0.0110212485947447	0.0696875305814321	1	0.762611349791207	-1.02787009188948	1	-3	NA	8	9	1	40	2	2	2	1	1	2	2	803.328125	792.1875	-3	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	0.762611349791207
"851"	735749670	0.1565	0.3307	-0.0404	NA	-0.0110212485947447	0.442302490016844	1	-0.0545836344431334	-1.02787009188948	1	4	NA	9	7	1	38	2	1	2	1	1	2	2	739.9375	775.734375	4	NA	0.442302490016844	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"861"	738600179	0.0697	0.0126	0.1538	NA	-0.0110212485947447	0.0696875305814321	1	-0.0545836344431334	-1.02787009188948	1	-5	2	9	9	2	51	1	2	1	1	2	2	2	1013.421875	3188.71875	-5	2	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"871"	752367713	0.2998	0.1976	0.2928	NA	1.02025272705637	0.814917449452257	1	0.558312603732622	0.318639728485739	1	-2	NA	6	7	1	33	1	1	1	1	1	2	2	1125.859375	1361.453125	-2	NA	0.814917449452257	0.318639728485739	1.02025272705637	0.558312603732622
"881"	764739959	-0.0883	-0.0949	-0.0293	NA	0.607743136795924	-1.42077230716022	1	0.558312603732622	0.318639728485739	1	-1	-3	8	9	2	55	1	2	2	1	2	2	2	1035.296875	997.46875	-1	-3	0.318639728485739	-1.42077230716022	0.558312603732622	0.607743136795924
"891"	778439351	0.0136	-0.2574	0.2286	NA	1.02025272705637	0.0696875305814321	1	1.37550758796696	0.318639728485739	1	-3	3	7	8	2	55	1	2	2	1	2	2	2	890.609375	888.203125	-3	3	0.318639728485739	0.0696875305814321	1.37550758796696	1.02025272705637
"901"	780236340	-0.2924	-0.2328	-0.3509	NA	1.63901711244704	0.0696875305814321	1	-0.667479872618889	-0.35461518170187	1	-4	1	6	6	2	52	2	2	1	1	2	2	2	1145.015625	953.921875	-4	1	-0.35461518170187	0.0696875305814321	-0.667479872618889	1.63901711244704
"911"	785858025	-0.1125	0.0379	-0.3632	NA	-1.04229522424586	1.18753240888767	2	0.149715111615452	-1.02787009188948	2	-3	NA	5	7	1	41	1	1	1	2	1	2	2	755.328125	731.515625	-3	NA	1.18753240888767	-1.02787009188948	-1.04229522424586	0.149715111615452
"921"	793118066	0.2228	0.3072	0.1029	NA	-0.0110212485947447	-1.42077230716022	1	-0.0545836344431334	1.32852209376715	1	-4	2	5	5	2	50	2	1	1	1	2	2	2	880.46875	922.15625	-4	2	1.32852209376715	-1.42077230716022	-0.0545836344431334	-0.0110212485947447
"931"	803433717	-0.102	-0.3887	0.1054	NA	0.607743136795924	1.56014736832308	1	1.37550758796696	0.655267183579543	1	3	-4	7	8	2	53	1	1	2	1	2	2	2	639.9375	624.359375	3	-4	0.655267183579543	1.56014736832308	1.37550758796696	0.607743136795924
"941"	813028856	0.1707	-0.1139	0.5093	NA	-0.0110212485947447	0.0696875305814321	1	0.558312603732622	1.66514954886096	1	-5	4	9	9	2	56	2	2	2	1	2	2	2	859.09375	934.78125	-5	4	0.0696875305814321	1.66514954886096	-0.0110212485947447	0.558312603732622
"951"	825568739	0.4639	0.4836	0.481	NA	0.607743136795924	0.0696875305814321	1	-0.0545836344431334	-1.02787009188948	1	-5	NA	7	9	1	35	1	2	1	1	1	2	2	996.4375	1246.90625	-5	NA	0.0696875305814321	-1.02787009188948	0.607743136795924	-0.0545836344431334
"961"	829010473	0.0325	0.0598	0.026	NA	-1.4548048145063	0.814917449452257	2	-0.0545836344431334	-1.02787009188948	2	-3	NA	8	6	1	41	1	1	1	2	1	2	2	584.734375	596.40625	-3	NA	0.814917449452257	-1.02787009188948	-1.4548048145063	-0.0545836344431334
"971"	831569075	0.1207	0.2025	0.027	NA	-2.07356919989697	-0.30292742885398	1	-0.871778618677474	-0.0179877266080658	1	-5	-1	4	4	2	51	1	2	1	1	2	2	2	1080.890625	1158.546875	-5	-1	-0.30292742885398	-0.0179877266080658	-2.07356919989697	-0.871778618677474
"981"	838874621	0.0689	0.0241	0.1421	NA	1.02025272705637	-0.30292742885398	2	-1.68897360291181	0.655267183579543	2	5	-4	6	6	2	61	1	1	2	2	2	2	2	884.765625	905.0625	-4	5	0.655267183579543	-0.30292742885398	-1.68897360291181	1.02025272705637
"991"	874220206	-0.1663	-0.2516	-0.0211	NA	-2.07356919989697	-1.42077230716022	2	-2.09757109502899	-1.02787009188948	2	0	NA	9	9	1	46	2	1	2	2	1	2	1	1101.828125	1145.46875	0	NA	-1.42077230716022	-1.02787009188948	-2.07356919989697	-2.09757109502899
"1001"	878737517	-0.2642	-0.2959	-0.2303	NA	-2.07356919989697	0.814917449452257	2	-2.09757109502899	1.66514954886096	2	-5	NA	7	9	1	45	1	1	2	2	1	2	2	836.828125	742.78125	-5	NA	1.66514954886096	0.814917449452257	-2.09757109502899	-2.07356919989697
"1011"	881311985	-0.0556	0.0463	-0.2144	NA	0.401488341665701	0.814917449452257	1	0.354013857674037	-1.02787009188948	1	2	3	9	9	2	49	1	1	1	1	2	2	2	697.765625	688.609375	2	3	0.814917449452257	-1.02787009188948	0.401488341665701	0.354013857674037
"1021"	889536173	-0.127	0.0932	-0.357	NA	1.63901711244704	1.18753240888767	2	1.57980633402555	1.32852209376715	2	-4	NA	9	8	1	45	1	1	2	2	1	2	0	2069.5	1747.09375	-4	NA	1.32852209376715	1.18753240888767	1.57980633402555	1.63901711244704
"1031"	893067128	-0.2102	-0.24	-0.1929	NA	0.607743136795924	1.18753240888767	1	0.354013857674037	0.991894638673348	1	0	3	7	6	2	56	2	2	2	1	2	2	2	1085.125	1060.6875	0	3	1.18753240888767	0.991894638673348	0.607743136795924	0.354013857674037
"1041"	893367594	-0.1218	-0.3072	0.0339	NA	-0.0110212485947447	-0.675542388289393	2	-0.0545836344431334	-0.691242636795675	2	-4	NA	8	8	1	42	2	1	1	2	1	2	0	921.796875	893.96875	-4	NA	-0.691242636795675	-0.675542388289393	-0.0545836344431334	-0.0110212485947447
"1051"	908867888	-0.229	0.0921	-0.6035	NA	-0.0110212485947447	0.0696875305814321	2	-0.0545836344431334	-1.02787009188948	2	-5	NA	8	8	1	48	2	2	2	2	1	2	2	687.421875	651.53125	-5	NA	0.0696875305814321	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"1061"	918679393	0.1381	0.3233	-0.0197	NA	-0.423530838855191	0.442302490016844	1	0.966910095849792	-1.02787009188948	1	4	NA	8	8	1	33	1	1	1	1	1	2	2	871.5625	901.515625	4	NA	0.442302490016844	-1.02787009188948	-0.423530838855191	0.966910095849792
"1071"	921164457	0.0801	-0.0287	0.1455	NA	0.195233546535478	0.814917449452257	2	0.149715111615452	-1.02787009188948	2	-5	NA	6	9	1	41	1	1	1	2	1	2	2	847.546875	866.421875	-5	NA	0.814917449452257	-1.02787009188948	0.195233546535478	0.149715111615452
"1081"	925177974	-0.0216	0.4223	-0.3978	NA	-1.66105960963653	0.0696875305814321	1	-0.0545836344431334	1.66514954886096	1	0	5	8	5	2	54	2	1	2	1	2	2	2	788.703125	789.421875	0	5	0.0696875305814321	1.66514954886096	-1.66105960963653	-0.0545836344431334
"1091"	928293884	0.3534	0.5309	0.2328	NA	-0.0110212485947447	1.18753240888767	2	0.966910095849792	0.318639728485739	2	4	-4	6	9	2	60	2	2	1	2	2	2	2	781.515625	840.765625	-4	4	0.318639728485739	1.18753240888767	0.966910095849792	-0.0110212485947447
"1101"	929807282	0.1656	0.3849	0.0724	NA	-0.0110212485947447	1.18753240888767	1	-0.0545836344431334	1.66514954886096	1	-3	3	9	9	2	50	2	1	1	1	2	2	2	593.53125	625.46875	-3	3	1.66514954886096	1.18753240888767	-0.0545836344431334	-0.0110212485947447
"1111"	934146211	0.339	0.4467	0.1954	NA	-0.423530838855191	0.814917449452257	1	0.762611349791207	-1.02787009188948	1	-4	NA	8	9	1	35	1	2	1	1	1	2	2	750.8125	797.203125	-4	NA	0.814917449452257	-1.02787009188948	-0.423530838855191	0.762611349791207
"1121"	934340321	-0.1125	-0.0216	-0.2744	NA	-0.0110212485947447	0.814917449452257	1	-0.0545836344431334	-1.02787009188948	1	-4	NA	9	8	1	33	1	1	1	1	1	2	2	641.234375	634.359375	-4	NA	0.814917449452257	-1.02787009188948	-0.0110212485947447	-0.0545836344431334
"1131"	947113536	0.1305	-0.128	0.3004	NA	-0.629785633985413	0.0696875305814321	2	-1.8932723489704	1.32852209376715	2	-2	-5	2	8	2	0	2	2	2	2	2	2	2	750.515625	789.421875	-5	-2	0.0696875305814321	1.32852209376715	-0.629785633985413	-1.8932723489704
"1141"	947880622	-0.0243	0.078	-0.0897	NA	2.05152670270748	1.56014736832308	2	-2.09757109502899	-1.02787009188948	2	-5	NA	8	8	1	46	2	1	2	2	1	2	2	1362.296875	1347.390625	-5	NA	1.56014736832308	-1.02787009188948	2.05152670270748	-2.09757109502899
"1151"	949493222	-0.147	-0.1763	-0.1025	NA	-0.423530838855191	1.18753240888767	1	0.354013857674037	-1.02787009188948	1	-5	NA	9	9	1	38	2	1	2	1	1	2	2	814.921875	759.21875	-5	NA	1.18753240888767	-1.02787009188948	-0.423530838855191	0.354013857674037
"1161"	956320930	0.0279	-0.1715	0.4988	NA	2.05152670270748	-1.42077230716022	1	-0.871778618677474	0.991894638673348	1	-4	NA	8	5	1	34	2	1	1	1	1	2	2	1049.34375	826.8125	-4	NA	0.991894638673348	-1.42077230716022	-0.871778618677474	2.05152670270748
"1171"	960195686	-0.2753	-0.0925	-0.4758	NA	-0.0110212485947447	1.18753240888767	1	-0.0545836344431334	-0.35461518170187	1	-3	NA	9	8	1	38	2	1	2	1	1	2	2	997.921875	907.484375	-3	NA	1.18753240888767	-0.35461518170187	-0.0110212485947447	-0.0545836344431334
"1181"	962078518	0.2956	0.0643	0.3758	NA	-2.07356919989697	1.18753240888767	1	1.98840382614272	-1.02787009188948	1	-5	5	6	9	2	54	2	1	2	1	2	2	2	638.9375	764.375	-5	5	1.18753240888767	-1.02787009188948	-2.07356919989697	1.98840382614272
"1191"	962873086	-0.1402	0.0239	-0.3287	NA	2.05152670270748	1.18753240888767	2	1.98840382614272	1.66514954886096	2	0	-5	8	5	2	62	2	1	2	2	2	2	2	917.15625	888.703125	-5	0	1.18753240888767	1.66514954886096	2.05152670270748	1.98840382614272
"1201"	969914347	-0.176	0.1942	-0.3902	NA	1.84527190757726	0.442302490016844	2	1.98840382614272	-1.02787009188948	2	-5	NA	9	8	1	43	1	2	1	2	1	2	2	782.109375	742.0625	-5	NA	0.442302490016844	-1.02787009188948	1.84527190757726	1.98840382614272
"1211"	982505513	0.1437	0.1657	0.1045	NA	-2.07356919989697	1.18753240888767	2	1.98840382614272	-1.02787009188948	2	-5	NA	9	9	1	41	1	1	1	2	1	2	2	619.578125	637.90625	-5	NA	1.18753240888767	-1.02787009188948	-2.07356919989697	1.98840382614272
"1221"	984505966	0.0177	-0.0616	0.1251	NA	0.607743136795924	0.814917449452257	2	0.762611349791207	0.991894638673348	2	3	NA	7	6	1	46	2	1	2	2	1	2	2	800.328125	801.625	3	NA	0.814917449452257	0.991894638673348	0.607743136795924	0.762611349791207
"1231"	993024948	0.4841	0.4428	0.5147	NA	1.43276231731682	0.0696875305814321	1	-1.48467485685323	0.318639728485739	1	-3	4	7	8	2	52	2	2	1	1	2	2	2	768.421875	881.46875	-3	4	0.318639728485739	0.0696875305814321	-1.48467485685323	1.43276231731682
